"Deal_ID","Created_Date","Close_Date","Fiscal_Year","Quarter","Month","Sales_Rep","Manager","Region","City","Customer_Name","Industry","Customer_Type","Is_New_Customer","Product_Name","Product_Category","Deal_Size_Tier","Pipeline_Stage","Win_Probability_%","Deal_Status","Contract_Value_VND","Discount_%","Discount_Amount_VND","Net_Revenue_VND","Cost_of_Sale_VND","Gross_Profit_VND","Gross_Margin_%","Payment_Terms","Payment_Collected_VND","Outstanding_Balance_VND","Sales_Cycle_Days","Lead_Source","Lost_Reason","Forecast_Category","Activities_Count","Last_Activity_Date","Customer_Satisfaction","NPS_Score","Contract_Renewed","Upsell_Opportunity","Next_Follow_Up_Date","Notes"
"DEAL-00177",2024-01-18,2024-03-15,"FY2024","Q1","Jan","Đinh Văn Quân","Hoàng Văn Đức","Miền Bắc","Đà Nẵng","Tập đoàn Phú Mỹ","F&B","B2B","No","POS System","Hardware","Enterprise","Negotiation",75,"Open",1061774000,2.8,29730000,1032044000,448217000,583827000,56.57,"Milestone",206409000,825635000,57,"Direct Sales","N/A","Best Case",10,2024-02-16,1.2,-3,"No","No",2024-05-27,"Cần demo sản phẩm"
"DEAL-00178",2024-05-03,2024-06-13,"FY2024","Q2","May","Trịnh Thị Trang","Dương Thị Hạnh","Miền Bắc","Hồ Chí Minh","Công ty TNHH Long An","Finance","B2B","No","BI Dashboard Solution","Software","Mid-Market","Needs Analysis",30,"Open",280976000,3.4,9553000,271423000,133757000,137666000,50.72,"Annual Subscription",13571000,257852000,41,"Event/Trade Show","N/A","Pipeline",20,2024-06-04,1.4,1,"No","No",2024-08-31,"Cần demo sản phẩm"
"DEAL-00179",2024-03-06,2024-04-27,"FY2024","Q1","Mar","Cao Văn Phong","Đặng Văn Nam","Miền Trung","Hải Phòng","Công ty CP Thái Bình Dương","Education","B2B","No","BI Dashboard Solution","Software","SMB","Prospecting",5,"Open",170385000,8.4,14312000,156073000,42514000,113559000,72.76,"Net 30",23411000,132662000,52,"Cold Outreach","N/A","Pipeline",3,2024-04-05,1.1,-29,"No","No",2024-06-29,
"DEAL-00180",2024-07-31,2024-10-15,"FY2024","Q3","Jul","Bùi Thị Mai","Phạm Thị Thu","Miền Nam","Hải Phòng","Công ty CP Thái Bình Dương","Manufacturing","B2B","Yes","ERP Software License","Software","SMB","Negotiation",75,"Open",150837000,2.7,4073000,146764000,50120000,96644000,65.85,"Monthly Subscription",29353000,117411000,76,"Cold Outreach","N/A","Best Case",8,2024-09-18,3,-3,"No","No",2024-10-28,"Khách hàng tiềm năng cao"
"DEAL-00181",2024-12-24,2024-12-31,"FY2024","Q4","Dec","Dương Thị Hạnh","Vũ Thị Hoa","Miền Nam","Hải Phòng","Tập đoàn Sông Hồng","F&B","B2B","No","POS System","Hardware","SMB","Prospecting",5,"Open",94250000,10.3,9708000,84542000,29099000,55443000,65.58,"Monthly Subscription",20290000,64252000,154,"Inbound Lead","N/A","Pipeline",26,2024-12-17,3.1,25,"No","No",2025-01-17,"Đang chờ phê duyệt ngân sách"
"DEAL-00182",2024-02-02,2024-03-22,"FY2024","Q1","Feb","Cao Văn Phong","Trần Thị Lan","Miền Nam","Đà Nẵng","Công ty TNHH Minh Phát","Retail","B2B","No","CRM System","Software","Enterprise","Prospecting",5,"Open",1937942000,15.3,296505000,1641437000,720427000,921010000,56.11,"Milestone",147729000,1493708000,49,"Upsell/Cross-sell","N/A","Pipeline",2,2024-02-24,3.2,-35,"No","No",2024-04-15,
"DEAL-00183",2024-05-29,2024-07-25,"FY2024","Q2","May","Phạm Văn Thắng","Trần Thị Lan","Miền Bắc","Hồ Chí Minh","Công ty TNHH Hoàng Anh","Real Estate","B2B","Yes","ERP Software License","Software","SMB","Closed Won",100,"Won",51619000,12.4,6401000,45218000,9179000,36039000,79.7,"Monthly Subscription",42053000,3165000,57,"Cold Outreach","N/A","Closed",16,2024-07-10,3.3,-9,"No","Yes",,
"DEAL-00184",2024-01-02,2024-04-27,"FY2024","Q1","Jan","Nguyễn Văn Hùng","Bùi Thị Mai","Miền Trung","Đà Nẵng","Công ty TNHH Bảo Việt","Manufacturing","B2B","No","HR Management Suite","Software","SMB","Closed Lost",0,"Lost",10971000,5.5,603000,10368000,2419000,7949000,76.67,"Upfront",1452000,8916000,116,"Cold Outreach","No budget","Omitted",30,2024-03-29,1.7,-34,"No","Yes",,"Hợp đồng đã ký"
"DEAL-00185",2024-01-15,2024-05-06,"FY2024","Q1","Jan","Phạm Thị Thu","Nguyễn Văn Hùng","Miền Nam","Nha Trang","Công ty TNHH Nam Sơn","Manufacturing","B2B","No","Cybersecurity Package","Security","Mid-Market","Needs Analysis",30,"Open",525295000,2.1,11031000,514264000,141577000,372687000,72.47,"Milestone",61712000,452552000,112,"Partner Referral","N/A","Pipeline",2,2024-04-17,3,-6,"No","No",2024-06-18,
"DEAL-00186",2024-01-05,2024-05-26,"FY2024","Q1","Jan","Phạm Văn Thắng","Nguyễn Văn Hùng","Miền Trung","Đồng Nai","Tập đoàn Phú Mỹ","Education","B2G","No","ERP Software License","Software","Mid-Market","Prospecting",5,"Open",891343000,1.3,11587000,879756000,347240000,532516000,60.53,"Monthly Subscription",35190000,844566000,142,"Event/Trade Show","N/A","Pipeline",2,2024-05-19,1.6,-32,"No","No",2024-07-07,
"DEAL-00187",2024-04-11,2024-06-03,"FY2024","Q2","Apr","Đặng Văn Nam","Phạm Thị Thu","Tây Nguyên","Cần Thơ","Công ty TNHH Hoàng Anh","Healthcare","B2B","No","Accounting Software","Software","SMB","Proposal",50,"Open",54551000,5.3,2891000,51660000,13385000,38275000,74.09,"Net 30",6199000,45461000,53,"Upsell/Cross-sell","N/A","Best Case",21,2024-05-04,2.4,-17,"No","Yes",2024-07-04,"Đang chờ phê duyệt ngân sách"
"DEAL-00188",2025-05-04,2024-06-15,"FY2024","Q1","Feb","Trần Văn Tuấn","Lê Văn Minh","Miền Nam","Đà Nẵng",,"Technology","B2B","No","ERP Software License","Software","SMB","Negotiation",75,"Open",78597000,15,11790000,66807000,30344000,36463000,54.58,"Milestone",10689000,56118000,132,"Digital Lead","N/A","Best Case",30,2024-05-22,1.3,2,"No","Yes",2024-07-09,
"DEAL-00189",2024-07-16,2024-10-23,"FY2024","Q3","Jul","Lý Thị Bích","Bùi Thị Mai","Tây Nguyên","Nha Trang","Công ty CP Á Đông","F&B","B2B","No","POS System","Hardware","SMB","Prospecting",5,"Open",64152000,7.6,4876000,59276000,12353000,46923000,79.16,"Net 60",10077000,49199000,99,"Upsell/Cross-sell","N/A","Pipeline",25,2024-10-11,3,21,"No","No",2024-11-25,
"DEAL-00190",2024-02-17,2024-06-06,"FY2024","Q1","Feb","Lê Thị Oanh","Đặng Văn Nam","Miền Trung","Bình Dương","Công ty CP Bắc Ninh Tech","Logistics","B2B","No","BI Dashboard Solution","Software","Mid-Market","Prospecting",5,"Open",464728000,12.7,59020000,405708000,195632000,210076000,51.78,"Monthly Subscription",40571000,365137000,110,"Upsell/Cross-sell","N/A","Pipeline",22,2024-05-25,2.5,-3,"No","No",2024-06-18,
"DEAL-00191",2024-10-22,2024-12-31,"FY2024","Q4","Oct","Trần Văn Tuấn","Hoàng Văn Đức","Tây Nguyên","Hồ Chí Minh","Công ty CP Thái Bình Dương","Retail","B2B","No","HR Management Suite","Software","Enterprise","Needs Analysis",30,"Open",3481912000,7.7,268107000,3213805000,931682000,2282123000,71.01,"Net 30",867727000,2346078000,111,"Event/Trade Show","N/A","Pipeline",22,2024-12-27,3,5,"No","No",2025-01-07,
"DEAL-00192",2024-03-22,2024-04-15,"FY2024","Q1","Mar","Nguyễn Thị Nhung","Nguyễn Văn Hùng","Miền Nam","Đà Nẵng","Tập đoàn Tân Việt","Retail","B2B","No","E-commerce Platform","Software","SMB","Qualification",15,"Open",105339000,15.8,16644000,88695000,41731000,46964000,52.95,"Upfront",15078000,73617000,24,"Inbound Lead","N/A","Pipeline",27,2024-04-14,3.6,0,"No","Yes",2024-05-01,"Hợp đồng đã ký"
"DEAL-00193",2024-07-24,2024-08-23,"FY2024","Q3","Jul","Hoàng Thị Linh","Vũ Thị Hoa","Tây Nguyên","Nha Trang","Tập đoàn An Khang","Manufacturing","B2B","No","CRM System","Software","Mid-Market","Qualification",15,"Open",542104000,16.5,89447000,452657000,102753000,349904000,77.3,"Milestone",131271000,321386000,30,"Partner Referral","N/A","Pipeline",12,2024-08-22,3.5,-1,"No","Yes",2024-10-05,
"DEAL-00194",2024-03-11,2024-04-09,"FY2024","Q1","Mar","Cao Văn Phong","Ngô Văn Phú","Miền Bắc","Đà Nẵng","Tập đoàn Đà Nẵng","Logistics","B2B","No","HR Management Suite","Software","Mid-Market","Prospecting",5,"Open",251651000,3.2,8053000,243598000,98511000,145087000,59.56,"Milestone",4872000,238726000,29,"Event/Trade Show","N/A","Pipeline",28,2024-03-29,1.5,-47,"No","No",2024-06-05,"Cần demo sản phẩm"
"DEAL-00195",2024-01-23,2024-05-27,"FY2024","Q1","Jan","Mai Văn Long","Vũ Thị Hoa","Tây Nguyên","Hà Nội","Công ty TNHH Nam Sơn","Real Estate","B2B","No","POS System","Hardware","SMB","Needs Analysis",30,"Open",11633000,10.8,1256000,10377000,2783000,7594000,73.18,"Upfront",1557000,8820000,125,"Direct Sales","N/A","Pipeline",10,2024-05-07,1.5,-11,"No","Yes",2024-06-10,"Cần demo sản phẩm"
"DEAL-00196",2024-08-28,2024-12-31,"FY2024","Q3","Aug","Lê Văn Minh","Lê Văn Minh","Miền Trung","Hồ Chí Minh","Tập đoàn Huế","Healthcare","B2B","No","Data Analytics Platform","Software","Enterprise","Proposal",50,"Open",4754082000,18.9,898521000,3855561000,1895394000,1960167000,50.84,"Net 30",3.47e+08,3508561000,127,"Direct Sales","N/A","Best Case",24,2024-12-29,3.7,20,"No","Yes",2025-02-25,"Đang chờ phê duyệt ngân sách"
"DEAL-00197",2024-12-29,2024-12-31,"FY2024","Q4","Dec","Lê Văn Minh","Trần Thị Lan","Miền Nam","Đà Nẵng","Tập đoàn Bình Dương","F&B","B2B","No","ERP Software License","Software","SMB","Closed Lost",0,"Lost",42277000,10.2,4312000,37965000,14951000,23014000,60.62,"Monthly Subscription",6454000,31511000,138,"Event/Trade Show","Price too high","Omitted",6,2024-12-17,1.9,-49,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00198",2024-09-06,2024-12-18,"FY2024","Q3","Sep","Phạm Văn Thắng","Dương Thị Hạnh","Miền Bắc","Đồng Nai","Công ty TNHH Hải Đăng","Retail","B2B","No","Warehouse Management","Software","Mid-Market","Proposal",50,"Open",855488000,11.3,96670000,758818000,281521000,477297000,62.9,"Net 60",220057000,538761000,103,"Event/Trade Show","N/A","Best Case",5,2024-11-25,2.1,-50,"No","No",2025-03-06,"Khách hàng tiềm năng cao"
"DEAL-00199",2025-01-27,2024-10-22,"FY2024","Q3","Sep","Hoàng Văn Đức","Vũ Thị Hoa","Miền Bắc","Bình Dương",,"Finance","B2B","No","IT Infrastructure","Hardware","Mid-Market","Negotiation",75,"Open",574050000,8.2,47072000,526978000,185496000,341482000,64.8,"Milestone",63237000,463741000,41,"Cold Outreach","N/A","Best Case",29,2024-09-28,1.5,21,"No","No",2024-11-27,
"DEAL-00200",2024-11-15,2024-12-14,"FY2024","Q4","Nov","Mai Văn Long","Đặng Văn Nam","Miền Nam","Hồ Chí Minh","Công ty CP Á Đông","Retail","B2B","No","E-commerce Platform","Software","Mid-Market","Needs Analysis",30,"Open",588357000,11.9,70014000,518343000,106260000,412083000,79.5,"Annual Subscription",57018000,461325000,29,"Upsell/Cross-sell","N/A","Pipeline",10,2024-12-08,1.4,11,"No","No",2025-02-25,"Đang chờ phê duyệt ngân sách"
"DEAL-00201",2024-12-05,2024-12-31,"FY2024","Q4","Dec","Trần Thị Lan","Hoàng Văn Đức","Miền Trung","Hải Phòng","Công ty CP Bắc Ninh Tech","Technology","B2B","No","Mobile App Development","Services","Enterprise","Proposal",50,"Open",2436547000,16.3,397157000,2039390000,802908000,1236482000,60.63,"Milestone",387484000,1651906000,168,"Partner Referral","N/A","Best Case",4,2024-12-01,1,3,"No","Yes",2025-02-21,"Hợp đồng đã ký"
"DEAL-00202",2024-09-01,2024-12-02,"FY2024","Q3","Sep","Bùi Thị Mai","Dương Thị Hạnh","Miền Trung","Hà Nội","Tập đoàn Đà Nẵng","Healthcare","B2B","No","Accounting Software","Software","SMB","Proposal",50,"Open",139728000,4,5589000,134139000,35037000,99102000,73.88,"Upfront",21462000,112677000,92,"Partner Referral","N/A","Best Case",28,2024-11-22,2.5,-22,"No","No",2025-02-17,
"DEAL-00203",2024-08-15,2024-11-14,"FY2024","Q3","Aug","Phạm Thị Thu","Bùi Thị Mai","Miền Nam","Đồng Nai","Công ty CP Thành Đông","Technology","B2B","No","Warehouse Management","Software","Mid-Market","Closed Lost",0,"Lost",551500000,16.1,88792000,462708000,218953000,243755000,52.68,"Monthly Subscription",32390000,430318000,91,"Inbound Lead","No budget","Omitted",22,2024-11-01,1.5,16,"No","No",,"Hợp đồng đã ký"
"DEAL-00204",2024-02-27,2024-03-13,"FY2024","Q1","Feb","Trịnh Thị Trang","Dương Thị Hạnh","Miền Bắc","Đồng Nai","Tập đoàn Mỹ Hưng","Construction","B2B","No","Cybersecurity Package","Security","SMB","Proposal",50,"Open",93311000,17.6,16423000,76888000,24151000,52737000,68.59,"Net 30",10764000,66124000,15,"Digital Lead","N/A","Best Case",18,2024-02-22,3.9,22,"No","No",2024-04-06,
"DEAL-00205",2024-09-04,2024-11-11,"FY2024","Q3","Sep","Phạm Văn Thắng","Phạm Thị Thu","Miền Nam","Đà Nẵng","Công ty TNHH Nha Trang","Real Estate","B2G","No","BI Dashboard Solution","Software","Mid-Market","Qualification",15,"Open",717612000,5.6,40186000,677426000,177350000,500076000,73.82,"Annual Subscription",121937000,555489000,68,"Cold Outreach","N/A","Pipeline",8,2024-11-08,2,-25,"No","No",2024-12-03,"Đang chờ phê duyệt ngân sách"
"DEAL-00206",2024-02-02,2024-04-22,"FY2024","Q1","Feb","Nguyễn Thị Nhung","Nguyễn Văn Hùng","Miền Trung","Hải Phòng","Công ty CP Hưng Thịnh","Construction","B2B","No","Data Analytics Platform","Software","Enterprise","Needs Analysis",30,"Open",4683510000,1.8,84303000,4599207000,1213271000,3385936000,73.62,"Net 30",643889000,3955318000,80,"Upsell/Cross-sell","N/A","Pipeline",14,2024-04-05,3.9,-33,"No","Yes",2024-07-11,"Hợp đồng đã ký"
"DEAL-00207",2024-06-05,2024-06-28,"FY2024","Q2","Jun","Hoàng Thị Linh","Bùi Thị Mai","Miền Trung","Cần Thơ","Công ty TNHH Bảo Việt","Logistics","B2B","No","Digital Marketing Service","Services","SMB","Prospecting",5,"Open",106207000,7,7434000,98773000,35025000,63748000,64.54,"Net 60",2963000,95810000,23,"Partner Referral","N/A","Pipeline",25,2024-06-11,1.6,-43,"No","No",2024-07-09,
"DEAL-00208",2024-06-23,2024-11-11,"FY2024","Q2","Jun","Phạm Văn Thắng","Vũ Thị Hoa","Miền Bắc","Hồ Chí Minh","Tập đoàn Mỹ Hưng","Real Estate","B2G","No","Cybersecurity Package","Security","Mid-Market","Needs Analysis",30,"Open",477269000,14.1,67295000,409974000,84988000,324986000,79.27,"Upfront",118892000,291082000,141,"Inbound Lead","N/A","Pipeline",25,2024-11-05,2.6,7,"No","No",2025-01-31,
"DEAL-00209",2024-12-01,2024-12-31,"FY2024","Q4","Dec","Phạm Thị Thu","Vũ Thị Hoa","Miền Trung","Đồng Nai","Tập đoàn Phú Mỹ","Retail","B2B","No","Accounting Software","Software","SMB","Prospecting",5,"Open",44290000,9.6,4252000,40038000,18405000,21633000,54.03,"Net 60",4805000,35233000,47,"Cold Outreach","N/A","Pipeline",22,2024-12-31,4,23,"No","No",2025-03-13,"Khách hàng tiềm năng cao"
"DEAL-00210",2024-08-22,2024-12-31,"FY2024","Q3","Aug","Lê Văn Minh","Phạm Thị Thu","Miền Trung","Bình Dương","Công ty CP Đông Phong","Manufacturing","B2B","No","Mobile App Development","Services","Mid-Market","Proposal",50,"Open",733742000,7.5,55031000,678711000,137439000,541272000,79.75,"Net 60",81445000,597266000,156,"Direct Sales","N/A","Best Case",6,2024-12-09,3.9,-43,"No","No",2025-03-03,
"DEAL-00211",2024-01-28,2024-07-11,"FY2024","Q1","Jan","Trần Văn Tuấn","Trần Thị Lan","Miền Nam","Hà Nội","Công ty CP Hưng Thịnh","Education","B2B","No","IT Support Contract","Services","Mid-Market","Qualification",15,"Open",491361000,6.2,30464000,460897000,205237000,255660000,55.47,"Net 60",78352000,382545000,165,"Direct Sales","N/A","Pipeline",27,2024-07-08,1.6,-35,"No","No",2024-09-21,"Cần demo sản phẩm"
"DEAL-00212",2024-03-17,2024-04-01,"FY2024","Q1","Mar","Hoàng Thị Linh","Bùi Thị Mai","Miền Bắc","Đồng Nai","Công ty CP Đồng Nai","Retail","B2G","No","Cybersecurity Package","Security","SMB","Closed Lost",0,"Lost",69507000,6.8,4726000,64781000,22252000,42529000,65.65,"Monthly Subscription",1296000,63485000,15,"Cold Outreach","Chose competitor","Omitted",13,2024-03-10,1.6,2,"No","No",,"Khách hàng tiềm năng cao"
"DEAL-00213",2024-02-06,2024-03-22,"FY2024","Q1","Feb","Hoàng Văn Đức","Dương Thị Hạnh","Miền Bắc","Đà Nẵng","Công ty TNHH Hải Đăng","Finance","B2B","No","Warehouse Management","Software","Enterprise","Closed Lost",0,"Lost",4987348000,8,398988000,4588360000,2117987000,2470373000,53.84,"Upfront",1330624000,3257736000,45,"Direct Sales","No budget","Omitted",28,2024-03-01,3.5,-37,"No","Yes",,
"DEAL-00214",2024-03-14,2024-04-12,"FY2024","Q1","Mar","Mai Văn Long","Bùi Thị Mai","Tây Nguyên","Hà Nội","Công ty TNHH Hoàng Anh","Manufacturing","B2B","No","BI Dashboard Solution","Software","Mid-Market","Closed Lost",0,"Lost",546603000,4.1,22411000,524192000,188919000,335273000,63.96,"Upfront",136290000,387902000,29,"Direct Sales","No budget","Omitted",3,2024-03-27,3.3,-14,"No","No",,
"DEAL-00215",2024-08-15,2024-10-20,"FY2024","Q3","Aug","Dương Thị Hạnh","Hoàng Văn Đức","Tây Nguyên","Đà Nẵng","Tập đoàn Bình Dương","Construction","B2G","No","ERP Software License","Software","Mid-Market","Prospecting",5,"Open",429914000,19.7,84693000,345221000,96834000,248387000,71.95,"Upfront",55235000,289986000,66,"Upsell/Cross-sell","N/A","Pipeline",24,2024-09-26,1,-34,"No","No",2024-12-10,"Khách hàng tiềm năng cao"
"DEAL-00216",2024-07-01,2024-09-22,"FY2024","Q3","Jul","Trịnh Thị Trang","Nguyễn Văn Hùng","Miền Bắc","Bình Dương","Công ty CP Thái Bình Dương","Construction","B2B","No","IT Infrastructure","Hardware","Enterprise","Prospecting",5,"Open",3758226000,19.6,736612000,3021614000,1386921000,1634693000,54.1,"Upfront",513674000,2507940000,83,"Digital Lead","N/A","Pipeline",20,2024-09-21,2.8,22,"No","No",2024-11-15,"Khách hàng tiềm năng cao"
"DEAL-00217",2024-07-07,2024-07-22,"FY2024","Q3","Jul","Hoàng Văn Đức","Bùi Thị Mai","Miền Trung","Cần Thơ","Công ty CP Thái Bình Dương","Manufacturing","B2B","No","Warehouse Management","Software","SMB","Prospecting",5,"Open",137809000,18,24806000,113003000,25347000,87656000,77.57,"Monthly Subscription",25991000,87012000,15,"Inbound Lead","N/A","Pipeline",7,2024-06-28,1.6,27,"No","No",2024-08-21,
"DEAL-00218",2024-05-12,2024-07-03,"FY2024","Q2","May","Trần Văn Tuấn","Lê Văn Minh","Miền Trung","Cần Thơ","Công ty TNHH Minh Phát","Logistics","B2B","No","CRM System","Software","Enterprise","Needs Analysis",30,"Open",1400105000,0.5,7001000,1393104000,429076000,964028000,69.2,"Annual Subscription",97517000,1295587000,52,"Digital Lead","N/A","Pipeline",20,2024-06-05,2.4,-4,"No","No",2024-08-12,
"DEAL-00219",2024-06-29,2024-10-06,"FY2024","Q2","Jun","Trần Văn Tuấn","Dương Thị Hạnh","Miền Trung","Bình Dương","Công ty TNHH Hải Phòng","Manufacturing","B2B","No","Accounting Software","Software","Enterprise","Closed Lost",0,"Lost",1471757000,10.6,156006000,1315751000,635376000,680375000,51.71,"Upfront",157890000,1157861000,99,"Direct Sales","Chose competitor","Omitted",26,2024-09-06,1.6,-7,"No","No",,"Hợp đồng đã ký"
"DEAL-00220",2024-01-23,2024-02-07,"FY2024","Q1","Jan","Nguyễn Thị Nhung","Dương Thị Hạnh","Miền Trung","Đồng Nai","Tập đoàn Mỹ Hưng","Healthcare","B2B","Yes","Digital Marketing Service","Services","Mid-Market","Prospecting",5,"Open",715217000,2.3,16450000,698767000,278668000,420099000,60.12,"Net 60",132766000,566001000,15,"Event/Trade Show","N/A","Pipeline",28,2024-01-19,1.4,-3,"No","No",2024-02-23,"Cần demo sản phẩm"
"DEAL-00221",2024-03-01,2024-06-02,"FY2024","Q1","Mar","Lê Thị Oanh","Lê Văn Minh","Miền Trung","Hồ Chí Minh","Công ty TNHH Hoàng Anh","Retail","B2G","No","IT Infrastructure","Hardware","Enterprise","Proposal",50,"Open",1090028000,3.8,41421000,1048607000,426364000,622243000,59.34,"Net 30",83889000,964718000,93,"Partner Referral","N/A","Best Case",10,2024-06-02,1.4,14,"No","No",2024-07-10,"Đang chờ phê duyệt ngân sách"
"DEAL-00222",2024-01-02,2024-04-14,"FY2024","Q1","Jan","Mai Văn Long","Đặng Văn Nam","Tây Nguyên","Hồ Chí Minh","Công ty CP Á Đông","Healthcare","B2G","No","Mobile App Development","Services","SMB","Proposal",50,"Open",129605000,17.7,22940000,106665000,31264000,75401000,70.69,"Monthly Subscription",9600000,97065000,103,"Upsell/Cross-sell","N/A","Best Case",30,2024-03-30,2.8,-20,"No","No",2024-06-16,"Cần demo sản phẩm"
"DEAL-00223",2024-04-24,2024-08-16,"FY2024","Q2","Apr","Dương Thị Hạnh","Bùi Thị Mai","Miền Trung","Hà Nội","Công ty CP Cần Thơ Holdings","Finance","B2B","No","Mobile App Development","Services","SMB","Negotiation",75,"Open",85460000,8.9,7606000,77854000,19962000,57892000,74.36,"Milestone",10900000,66954000,114,"Cold Outreach","N/A","Best Case",18,2024-07-19,2.9,-6,"No","No",2024-09-04,"Đang chờ phê duyệt ngân sách"
